id,osm_id,way,distance,name,highway
28,49777236,0102000020110F000021000000DD9C85560FEA3C419700DEEA11815741AB08B4A6FEE93C41D85B64BD17815741807FEEAAF5E93C417062D6BF1A815741A8C9219DF0E93C415B2DE8171D81574114FCCF8FECE93C410FACB2A71F8157419EC891B0E9E93C415BC0CAC222815741BE443188E8E93C419F88E1F827815741386477D8E9E93C41367620432B815741082FC6F8EBE93C4179F024122E815741D8F91419EEE93C41E68D471130815741961A8C5CF2E93C41E0A5A47C328157413B9E4B7EF7E93C41FF49477434815741488BE3DBFCE93C4199237B4736815741730FEB7305EA3C41243AA2BE38815741391164DD0BEA3C4155A6E1C0398157418FE1B8D711EA3C41107FC5BD3A8157419BDAE66C1AEA3C414F29F3CD3B81574137A9C86625EA3C413A787CE33C815741176AA12832EA3C41CE86BCF43D81574128763DC940EA3C4152042F823E815741669F5EDA46EA3C4125630B9E3E8157412DBCA7A651EA3C4199A552663E81574177D260155DEA3C41E3B2A9E43D815741F701717D66EA3C417D5D21ED3C8157416099872771EA3C41F6B8827C3B8157412F9A760D7CEA3C4121154E9A398157413E846A7783EA3C41E6A177083881574172DDDDFD8AEA3C41F23E0B053681574189AB778192EA3C411BF3224832815741285727C19AEA3C412F49458D2D8157415BA404109FEA3C41C590D82329815741EB6F3CADA0EA3C41C0D5C6E9268157414518A189A3EA3C41EDAAF88C15815741,9.904579,,motorway_link
29,4350669,0102000020110F00000D00000055551F8CBAEA3C419F75AF306F81574145505BBFAEEA3C41398409EA65815741795B0211A7EA3C418D4BFF3E5F815741060F0E3FA2EA3C415CE13F745C81574182044A019EEA3C4171C12B585A815741CDC2BA7399EA3C418776BF9058815741BED8C60992EA3C413D9EDDF055815741F2E0C9678CEA3C41C6BB4AEB53815741E7EE73A686EA3C41C0C66176528157410040790379EA3C416447D8724F8157410B96365B60EA3C41AEF07B554B815741E63E6C1035EA3C4174B3573E458157411BAD79D7E1E93C415661944439815741,9.958662,,motorway_link
30,786372800,0102000020110F00000400000055551F8CBAEA3C419F75AF306F815741439535B0B8EA3C41E1238D6C64815741E4CDCC90ACEA3C411502155C2E8157414518A189A3EA3C41EDAAF88C15815741,9.904579,,motorway
31,786372799,0102000020110F000002000000232AEA73BDEA3C416262FE0D8881574155551F8CBAEA3C419F75AF306F815741,9.9589405,,motorway
32,229163293,0102000020110F000002000000A9A67845BCE93C4103A7AD9C1C815741DD9C85560FEA3C419700DEEA11815741,9.996766,,primary
33,4551640,0102000020110F000015000000AA9F64B9D7EA3C413E53DA3BAB8157414824AE5ED8EA3C419C90716CC08157414D210A6BDAEA3C41F72E0984E38157418637BD70DAEA3C41C30DFB71068257414A10B6CFD6EA3C41C8DE2FCE2F825741C619EA20D4EA3C41AE1108D144825741315BD23ED1EA3C4111CBE65D588257415A9B8969CBEA3C418D4E3149748257410EA55EC1C4EA3C4198E9B2EB8F825741D44C75BEB8EA3C415A9EB5FBC182574133690B49A5EA3C413C9AA2F4FB825741F52E969C9BEA3C4162EB6BB715835741995A0DC290EA3C41BEB5C4452F835741E2EFFD2982EA3C4111906D344E8357412B87080276EA3C412156D08E638357416A58E1166CEA3C414A5D92D277835741A420C8E75CEA3C4136C4FCD98F8357417D637C964DEA3C41FD0482DFA8835741A73A972934EA3C41DD906F6CD58357414C04D3EDE6E93C41F394A26E5084574167FAEB5ACBE93C41C8EF4E657C845741,9.98312,,motorway
34,4340669,0102000020110F00000C000000DEA7A3CFB3E93C4152831A657B8457418E5EC49B58EA3C418538DD726F835741C62E846179EA3C419043E8762E8357412B6F5330A1EA3C41B8674BD1C4825741AF8A6B09A9EA3C41A56D0E73A88257417D7548F0AFEA3C41EFE1C3058B825741BBA32765B6EA3C41C59D82A66D825741D3674521BDEA3C4165297C7C3D82574114822C07C2EA3C4142E0A45204825741D47899BCC0EA3C413DE34C6AC08157411085D0FABFEA3C41AD95BF15AF815741232AEA73BDEA3C416262FE0D88815741,9.978061,,motorway
35,30911071,0102000020110F000014000000B353429451F63C41C8FC54B5F4815741D7E469E758F63C41E5010071F68157413982C8785FF63C417C17970DF8815741FAA9179066F63C41F40C8F09FA815741C824F7A888F63C41330EE393038257417D16172FADF63C4125A99DE40E8257411C13AE34F4F63C416F55A7E92482574181FED8FA09F73C411C158A272B8257418FFEDE6315F73C41EEF8261C2E825741AEC6300021F73C412FF3E6F430825741EC42DCA936F73C413849744D368257414DFB0A9E41F73C4134D61DDA38825741FA89D6734EF73C417EA6FE693B825741BDC493965BF73C41B70DF1EB3D825741E372A5BC69F73C415DA6E36D408257412F034F5E8CF73C414C84AE0546825741BA4B1B22A3F73C415E10F2F448825741811DB34ACEF73C41719172774F8257415103D2CDD4F73C41FEB1F06D50825741D4F5E03904F83C416B1F8B4B57825741,7.9741883,Hlavná,secondary
36,30911624,0102000020110F000010000000ACFF510280F53C4152DDF178E08157412375C6DE8EF53C413B5A9564E0815741BAB4A6C7ABF53C41CFFD4715E081574109ADEBDFB4F53C41DDC21121E0815741D2A9A6E5BAF53C41FA289228E08157417C2AC213C2F53C41EA2E4B51E0815741C434E54ACAF53C416A3BBDA2E081574131A9C93AD2F53C4186915514E181574131D02FD5D9F53C4167A7808EE1815741B6E1CBE6E0F53C4149679907E281574124602C9EE9F53C41C4027003E381574179329B08F2F53C41FEA8C824E4815741AABAD680FFF53C418FD92B09E68157412057B1F715F63C41D9F527B7E981574165B02AE728F63C41947C2465ED815741B353429451F63C41C8FC54B5F4815741,8.157778,Hlavná,secondary
37,1026094301,0102000020110F0000020000005CF49EDE70F53C4136B8608EE0815741ACFF510280F53C4152DDF178E0815741,8.273486,Hlavná,secondary
38,1026094300,0102000020110F0000020000001D6C5DFD57F53C4129B0ABB0E08157415CF49EDE70F53C4136B8608EE0815741,8.28315,Hlavná,secondary
39,109232059,0102000020110F000016000000A4295D6317F33C414A495604D98157413714994322F33C41F8164C41D8815741849AC61D44F33C417D0E4C82D5815741EF49093755F33C41864854C0D4815741D211BACC64F33C417BA87FE2D3815741E32EAA0877F33C4133A84158D3815741F93E7A898AF33C4171087401D38157416BDCDE839CF33C419330CEE8D2815741295C7697B3F33C410419F2DBD2815741CA3B9A6725F43C41ADDC8CE1D481574119CE5D794AF43C41E6DA73C0D5815741DC2AC3D25EF43C41E36E8C39D681574112BCF08E71F43C41D3D2DCC4D6815741A816A1DA92F43C41A9E39327D881574124F9E52EBAF43C41D466E637DA8157419F9C0F1705F53C4184AE7848DE8157411FF16BA913F53C4131614E35DF815741A338A88023F53C41DD146BF9DF8157414DB9C3AE2AF53C41EDABEE3CE0815741F35E2B0737F53C41AE251899E0815741E2E74FFC43F53C41E6EAE1A4E08157411D6C5DFD57F53C4129B0ABB0E0815741,8.299028,Hlavná,secondary
40,369498185,0102000020110F0000100000008B1CE42B15F23C41C129B043DA815741EFD16E2C22F23C41D41E8BF1DC815741A630E88C2DF23C416B7AB4A5DE81574103FBF49F37F23C413133C5E0DF81574193F9280F44F23C41038AA036E1815741B8AADE2850F23C41FEB6F2DFE1815741CE89CC475BF23C41A1B97850E2815741D4A3122764F23C418855FC93E28157419FB33B3870F23C41DC0F5CE4E2815741FE64925878F23C41DBE493F6E2815741CB6FFD0584F23C41DBE493F6E2815741D857D7FF88F23C41DC0F5CE4E28157417CEAD04C8FF23C41547C91C9E28157411B8AEA5494F23C4158AD0E95E2815741DEAE95789DF23C41A7252C10E28157412CA7DA90A6F23C411674FF77E1815741,8.737791,Hlavná,secondary
41,386521569,0102000020110F0000030000002CA7DA90A6F23C411674FF77E1815741458BFDB0E3F23C418C6ADC8BDD815741A4295D6317F33C414A495604D9815741,8.659365,Hlavná,secondary
42,822794735,0102000020110F000034000000649373E927EE3C419C41DA987181574154FC091830EE3C41D4D85A7073815741C39E2C7642EE3C4135DB35F076815741274363DB4BEE3C410BF6D88D7881574123837F6855EE3C418A22B32E7A815741EBD0AA9668EE3C4173A064257D8157415368C14073EE3C4195555F5F7E81574185D06EF27BEE3C41603EB3627F81574197E8A0CA8DEE3C4127DC6C5B818157414E5D2C2A9DEE3C4154777EFF8281574183A08DB1A0EE3C41FA3BF05F8381574118C383C7B6EE3C413A04077C858157416EDA43C0FAEE3C414E4A24838B815741B4B485B627EF3C415DE0A60C8F8157417115902467EF3C411A567110948157416404ADBD89EF3C412184131597815741616B2FE59AEF3C41988B499D98815741487E08BCBBEF3C41D32310959B8157417C19B23FCFEF3C411074EF809D815741C16D6DCBE1EF3C4158472DAE9F81574146B7C312F4EF3C41B3DDC4B3A1815741195B233620F03C41E2B61619A78157413B512ADE67F03C41D3028888B08157419C8807698AF03C4189021D3EB58157417893787FA1F03C41D1A3794DB8815741AB0C7ACCADF03C41F8788F0FBA8157414087B8DED3F03C41C81FAC44BF815741C62D1586F6F03C417D883C73C3815741BB7F0F32FFF03C41D74D257FC48157415B353B3908F13C4157375562C581574104D126CA13F13C410BBF9973C68157414FE9F9A821F13C411E339471C781574162D0491F2BF13C41C81D1C0FC8815741230EAB3536F13C4140BEFFB1C8815741314B29384DF13C41E5DD42A5C98157413D0FB8287AF13C41B6319F20CB815741E65A34B2A5F13C413A0E6548CC8157411414528CBBF13C41585F33AECC8157414C6563BBC4F13C411962C8E3CC81574174EC0E47CBF13C4136655D19CD815741B9F4170ED1F13C4175CA7256CD8157412F379018D5F13C4128308893CD815741C9EAA1AFDBF13C4112F24407CE815741E29D6BD0DEF13C41CB6E3651CE815741F65AB1B8E2F13C412EDCE0C3CE815741A0DBCCE6E9F13C417A3F00C4CF8157414076288BEEF13C41AE1AE7A2D0815741CE61EEEEF4F13C413617561FD2815741302B717E03F23C414092EF6DD58157416D5E0E570AF23C41104CD259D7815741306DA77B0FF23C41172C8ACBD88157418B1CE42B15F23C41C129B043DA815741,8.824959,Zohorská,secondary
43,4858745,0102000020110F000050000000D4F5E03904F83C416B1F8B4B57825741B344A2BD29F83C41E02132B45C825741E69CEA2FBFF83C41E9425C9C718257419B488E1336F93C413043476A828257416821EC4AC7F93C41F73395F996825741E8EF3810EDF93C4196FC6D939B8257414EF38F4509FA3C4121C4F3B29E82574182B0E1FF23FA3C412C421019A18257416DAA04E442FA3C41992E2734A3825741C0252C7368FA3C41410EB90BA5825741B13E539A90FA3C411DAF677CA682574184045BF4C3FA3C419B52060AA88257415D66725547FB3C4123BDE4E1AB8257416E720EF655FB3C41506D005BAC825741BDAF1B3ACCFB3C41F7F1241BAF8257414536EA1AEAFB3C41D3EE68C3AF825741FDF841AF08FC3C4121985D1CB08257418F98CCEB33FC3C411A02DD14B0825741AD748DB472FC3C41FD146C01AF825741FDB4B58918FD3C410897DC78AB8257412E7CD0B520FE3C41467521D8A38257410CD50D0147FE3C4115DAFDF5A28257410CBD582F72FE3C4168AEB620A2825741B0F0A84997FE3C41E4487DFFA18257418B14D052B0FE3C410005834AA282574142B0C14CC7FE3C41B1D81CADA2825741E10186BDEEFE3C41C805FFF3A38257411A2A8E7F1FFF3C415A543E3EA68257416C7E4F743DFF3C4152A3653CA882574176AB035F4CFF3C418656793BA98257417BB252D080FF3C41795F9ABDAC8257411A92FF02C1FF3C414CF84D28B18257410222E49D28003D41A4AAE8D5B88257415BDEB7A65E003D41F3753476BD825741A447FBAD79003D41417AB1FFBF825741EFBABA7C95003D419EFD92F7C282574182135158B4003D41A27A53FAC682574189984D3FD3003D410FF16888CB82574191C81CBB11013D411F18F398D5825741A846473739013D410EE1B939DD825741AAA567074C013D41F6B82137E18257414A8413195F013D412DDBE728E68257410E01073978013D4187B6383CED825741C8A3D00692013D41FC44D851F5825741B5675325A8013D41B961D8B9FC8257412C042E9CBE013D419AC87BCF04835741B68D8EAB3D023D41E2D468683E835741F16BFE1864023D4171C3B03A4D8357412BF00B1A78023D418C46308B54835741A57DAC658D023D41A2BE99EB5A8357415047D664A3023D410985A52861835741F2472AADBD023D419963C99367835741F3C6D843D5023D41236FA5946C83574151607A9208033D4195D2A46D7683574183E0ED07F1043D41F08F26E7D28357412D02600317053D41E0C7F2EFD98357415EF8F57638053D41F9631689DF835741BF3491655B053D412075F288E48357412E2FFCBF7D053D4129E6FEABE8835741D27D1C3DA7053D411EFA2786EC8357415A3CA553D0053D41978F2E34EF835741A6A24467ED053D41B1C61D7BF08357418CF539CB17063D41C8090686F1835741039EAA7931063D4107996CE5F1835741083C5D5352063D411B63030CF28357417851981079063D4134B7DD65F18357414BE592F431073D41D654ACABEC83574124494D2886073D41881E15A8EA83574169123B83AF073D4152B776A1E98357417A4AFB21C6073D4159906A38E98357412CF8CA3ADC073D4130B2E930E983574191EF8B38F5073D4136F7DF7AE983574171D7CA9409083D41F3AC7536EA835741B15A4E1222083D41496AD174EB8357412B0F55F83E083D41254424A1ED8357417079228355083D41FD0FD5E1EF835741B8DB8DB66D083D41442A5A1DF383574157C973F381083D41427BEE3BF6835741B9A34A1E94083D4102DD68B2F98357417EEF5BDCA4083D418C06F629FD835741,6.0918355,Hlavná,secondary
44,5046371,0102000020110F00003700000012B2DB475F0C3D41E8491AC6E8845741D0F88D11F90C3D411174AADA0B8557416C791A74260D3D41E2FC3DC116855741B449E0A2520D3D41D5EA5ACD218557417BA3A108690D3D414757234C28855741B627AF097D0D3D419DBC26DD2E855741CD32C126900D3D414DE30FA83585574164352976A10D3D41AB9D46863C85574118C1C7F5E10D3D41953C059B55855741C46F2192F30D3D41F1C28B065C855741F02625FC060E3D4160CF2E38628557412AAB32FD1A0E3D41E282924B678557418F8723982F0E3D414F0806DA6B8557410AD797D3F80E3D41E19DD06C908557412BC6C6A73D0F3D417D407D019D855741B247D7245B0F3D4169E96D2BA28557416002C7F86F0F3D413DEE775DA585574129636032890F3D41ABDE5F9CA8855741DC17081FA20F3D4115663B90AB8557410F157666C60F3D413235BC5DAF8557412B1368C8DA0F3D41E86F203FB1855741850999D9EC0F3D4109ABE1BDB2855741DEBE940E20103D41213AC29FB68557418210D01C79103D4131511FEABC8557414EA465289D103D419B2B9BBABF855741593CD01AC2103D41B88FF4FFC285574196ACE58CD4103D4188BC1AB1C4855741B49121FCE6103D4125614B9EC68557412228AE22F6103D41A9F3B07FC8855741689E11E50F113D4119F6FDE1CB8557415890D27130113D41B75FE6B1D08557416CAFDC1D45113D41888BB51BD485574155CE4B2C69113D414E39DEBBDA855741B5D8D9A411123D41A45C87E0F98557413CCB5FAE72123D41059CDAF00B865741857B97169A123D41A276B1B413865741EFF53A8BCF123D4192DB8A9A1E865741E92CDC7105133D41DDB95E3D2B865741E6B9991FAC133D41EAE8005B57865741E4786443CD133D41F66C577E5F865741806EACD7DF133D41470CE5DF638657419965C665F1133D4146917C5467865741D1DD3D2F02143D41B27A7C0A6B8657419624918912143D41041239C06D86574143320BF636143D41353210F273865741DCC68FE765143D418AB14E177B865741DCE47ADB99143D41A77BBF7A82865741014BF6EEF7143D4117D54B319086574155953B1C15153D41D641760395865741798DE5962D153D419933461E99865741B3E5CE9939153D4168B9668F9B865741FAF96D9842153D4163839DB79D865741D9DAD42054153D41FE67E8C6A2865741F2BEF74091153D4140216091B6865741AAEFA9D0C3153D419634D244C8865741,5.004811,,secondary
45,22699129,0102000020110F0000100000004792F83EDF1E3D416EF12EECA78757410764A22CA71E3D41C3362723B0875741F38B8CE19E1E3D4127FEF165B1875741D81A8220761E3D4150DE497EB78757411AD3A4426A1E3D4113D22865B9875741467F3D89EC1D3D415FA25B44CC875741F8813A0DE31D3D413F35A270CD875741698062AAD81D3D4104FD5085CE8757418BD0DD83CF1D3D41465B3F71CF87574175F8C738C71D3D41E811FE2DD087574116315F19BB1D3D412BCA7130D18757417E6955F3B21D3D41BE50FDAED1875741A87F0290A71D3D41738AB85CD28757412A2BA6FD981D3D4164DAD4D4D2875741EAC2F2E2841D3D41ADF2457ED38757415734BC415D1D3D41E159360DD5875741,3.6978414,,secondary
46,22699130,0102000020110F0000070000000C0FB0A616203D41498E47A17987574171D73115F81F3D41332038117F875741A45E6C6CD81F3D41E33AC198848757417DC1AEE1CD1F3D41255C364D868757417034EBCA1B1F3D41F356A2539F8757415EFA10BC021F3D41E489CACEA28757414792F83EDF1E3D416EF12EECA7875741,3.4599159,,secondary
